fixme,count,id,brunetIndex,honoreStatistic,questionRatio,articleLength,avgWordLength,label
45,56,45,6981.619585564807,8.279189777195004,0.0,561,7.024955436720143,0
46,25,46,3954.45187843308,7.859812489141486,0.0018099547511312218,310,7.129032258064516,1
47,0,47,117.43110106415067,4.819040100516972,0.014285714285714285,12,5.833333333333333,1
48,11,48,2893.3704467992266,7.448952481393541,0.0,241,6.70954356846473,0
49,22,49,2772.5324553196097,7.508645677885544,0.0,211,7.241706161137441,0
50,56,50,6903.578440115542,8.443192409547208,0.0005279831045406547,540,7.014814814814815,1
51,38,51,4016.7600005318523,7.80925480538303,0.0,306,7.2026143790849675,1
52,17,52,2450.5698341008647,7.276283931719466,0.0007336757153338225,199,6.849246231155779,0
53,8,53,676.9671133896851,6.011549939852109,0.0,65,6.046153846153846,1
54,4,54,343.6444156422126,5.448890225027411,0.0,29,6.724137931034483,1
55,42,55,5813.608630133527,8.249086016347327,0.0009363295880149813,464,6.905172413793103,1
56,9,56,1825.0663822934025,6.963219550239263,0.0,123,8.333333333333334,1
57,70,57,10834.870077533464,8.68185981297147,0.0011874469889737065,817,7.215422276621787,1
58,55,58,10549.983756580506,8.655214489313613,0.0017421602787456446,862,6.658932714617169,1
59,96,59,12201.54637185152,8.891354356362244,0.0010455563853622107,1011,6.62215628090999,0
60,80,60,8610.63270867599,8.556483832194456,0.00020977554017201594,687,6.93886462882096,0
61,3,61,352.07115651837233,5.3735407877856245,0.0,32,6.46875,1
62,64,62,9230.316798875836,8.52158353971753,0.0005973715651135006,725,6.926896551724138,0
63,20,63,3203.592628522617,7.463363045520021,0.0005737234652897303,171,10.192982456140351,1
64,44,64,4757.794536323171,7.963270259292856,0.00037965072133637056,386,6.823834196891192,0
65,41,65,4221.524556470162,7.820159680970921,0.00042589437819420784,350,6.708571428571428,0
66,79,66,11379.605010581165,8.821614379872294,0.00032030749519538755,908,6.8766519823788546,1
67,11,67,2230.281192452571,7.160069207596127,0.0,189,6.809523809523809,1
68,22,68,2142.9313303637464,7.24147240100693,0.0,173,7.028901734104046,0
69,7,69,1326.8797436153363,6.6504876818318,0.0013351134846461949,111,6.747747747747748,1
70,109,70,8965.368365009288,8.50532301884575,0.0006071645415907711,749,6.596795727636849,1
71,266,71,38476.19511502723,9.949129910414829,0.0003821534346039935,2988,7.006024096385542,1
72,22,72,2389.501546378289,7.232687976198381,0.0007451564828614009,199,6.743718592964824,0
73,73,73,10500.358397446766,8.675817366708753,0.000875196919306844,861,6.635307781649245,0
74,69,74,9620.689055226507,8.643879238334238,0.0,750,7.134666666666667,0
75,25,75,6018.645388936614,8.162385890101863,0.00030147723846849563,481,6.896049896049896,0
76,22,76,2912.9840013970797,7.4625298741440265,0.0006112469437652812,234,6.9914529914529915,1
77,18,77,1861.1670557063414,6.97914527506881,0.0,140,7.671428571428572,1
78,91,78,8647.833561553181,8.496661631846802,0.000839278220730172,669,7.12406576980568,0
79,14,79,1493.7450928387404,6.862637210562772,0.0,121,7.082644628099174,0
80,53,80,6122.298936092277,8.216388353851507,0.0009006304413089162,493,6.756592292089249,0
81,1,81,249.93291715673473,5.106208943800668,0.0,21,6.9523809523809526,0
83,14,83,1773.8035491632788,6.9535854015230925,0.0,160,6.325,1
84,127,84,15010.752149824562,9.085818464827987,0.00036733194563487204,1106,7.384267631103074,0
85,12,85,1640.8291278385223,6.946270615210471,0.007633587786259542,139,6.597122302158273,0
86,2,86,224.50914328707802,4.923623917106626,0.007575757575757576,18,7.333333333333333,1
87,59,87,8347.759163411823,8.472103524893175,0.0015076459185871204,709,6.548660084626234,0
88,11,88,2298.874693836746,7.243900931668377,0.0007961783439490446,179,7.016759776536313,1
89,37,89,5837.196929818838,8.16076191526709,0.001554243083618278,462,6.963203463203463,0
90,52,90,6512.185197736963,8.241198742302418,0.0027862914460852605,573,6.2635253054101225,0
91,24,91,3690.661658455554,7.702316964636569,0.0004916420845624386,305,6.668852459016393,1
92,78,92,9228.741715656448,8.602286062583236,0.0007792713812585232,700,7.332857142857143,0
93,57,93,6796.151117315678,8.266466825486885,0.0007936507936507937,507,7.455621301775148,1
94,13,94,1513.7856512010794,6.832892679737238,0.004728132387706856,119,7.109243697478991,0
95,33,95,6052.455838052196,8.124872090360654,0.0009110233829334953,475,6.932631578947368,0
96,88,96,8887.791286673088,8.520587424484253,0.00039864460833167234,636,7.888364779874214,1
97,8,97,2089.187195322968,7.212048617239115,0.0,163,7.128834355828221,0
98,80,98,9950.803494447187,8.648036764561796,0.0005541189508681197,774,6.9948320413436695,0
99,86,99,9777.538705792911,8.583355393669907,0.0,757,7.056803170409511,0
100,2,100,204.48576589697234,5.212517376744704,0.0,14,8.428571428571429,1
101,38,101,6936.522421138472,8.313852267398207,0.000794912559618442,585,6.4512820512820515,0
102,32,102,6296.690472703062,8.201644957472046,0.0,507,6.814595660749507,0
103,23,103,3659.552668361143,7.776744737738279,0.00199203187250996,310,6.47741935483871,1
104,32,104,2648.035987186701,7.377304259436227,0.0,203,7.221674876847291,0
105,29,105,3767.851341635895,7.703556613602165,0.0,274,7.481751824817518,1
106,42,106,4614.535536001203,7.836764783264067,0.0,337,7.513353115727003,0
107,9,107,1089.370691976911,6.509210613718547,0.0,90,6.944444444444445,1
108,24,108,2764.537625420411,7.403403811148281,0.0006472491909385113,231,6.688311688311688,0
109,34,109,4720.380442201407,7.963370590521578,0.0011632415664986429,390,6.612820512820512,0
110,75,110,9342.781159974262,8.631115188074205,0.0023305496212856864,811,6.348951911220715,0
111,4,111,1744.7361002702207,6.980213743297366,0.000999000999000999,141,7.099290780141844,0
112,15,112,1328.2922157959788,6.61472560020376,0.0,110,6.781818181818182,1
113,45,113,7972.8488585611985,8.37930948405285,0.0004591368227731864,649,6.711864406779661,0
114,57,114,11312.743906228749,8.725020038618554,0.00016246953696181965,840,7.3273809523809526,1
115,7,115,3211.2210167591306,7.585430441606349,0.0028376844494892167,266,6.62406015037594,0
116,44,116,5468.978969095699,8.05500327973813,0.0023427041499330657,458,6.524017467248909,0
117,50,117,6805.164175129735,8.279302545371944,0.001339046598821639,556,6.715827338129497,0
118,40,118,6793.494780224543,8.289598572310284,0.0018612071257644244,550,6.838181818181818,0
119,72,119,10701.640074012266,8.760188668531324,0.0005108991825613079,830,7.074698795180723,0
120,1,120,168.09423128818912,4.815873035320271,0.0,14,6.928571428571429,1
121,41,121,5487.5397879080465,8.105966060145349,0.0003291639236339697,433,7.016166281755196,1
122,50,122,5836.155712551316,8.198330001480882,0.002166511915815537,471,6.859872611464968,1
123,35,123,8771.626988457261,8.533143090573384,0.00041554124246831497,680,7.077941176470588,0
124,3,124,552.8047400096116,5.839299074938566,0.003134796238244514,51,6.254901960784314,1
125,5,125,512.9473449618966,5.803688139631063,0.0033783783783783786,40,7.4,1
126,159,126,20717.326958230995,9.386881742117842,0.0009718172983479105,1583,7.1503474415666455,1
127,72,127,10195.254337587468,8.646330328039525,0.0005408328826392645,838,6.619331742243436,0
128,25,128,5109.588608756559,7.998642568432744,0.0007102272727272727,395,7.129113924050633,0
129,27,129,4007.5716509250387,7.738295870259121,0.0026917900403768506,340,6.555882352941176,0
130,2,130,752.0917152481863,6.147152506254127,0.0,61,7.114754098360656,0
131,10,131,913.254225658512,6.341308520695084,0.0,77,6.8441558441558445,1
132,93,132,12226.218109542426,8.802672840312818,0.0016536380036079375,1004,6.625498007968128,0
133,43,133,7998.370993934782,8.434996650757295,0.0006711409395973154,666,6.711711711711712,0
134,21,134,3589.4255511931033,7.603897968521881,0.0004985044865403788,266,7.541353383458647,1
135,38,135,4469.075548070811,7.986066106279616,0.0004060089321965083,350,7.037142857142857,1
136,20,136,1985.2691490587229,7.147105255412174,0.000877963125548727,171,6.6608187134502925,0
137,40,137,6455.936175410453,8.261511256253844,0.001405283867341203,496,7.173387096774194,1
138,16,138,2723.8542176542996,7.352158254816722,0.0006600660066006601,225,6.733333333333333,1
139,35,139,3237.040510661115,7.542183164294765,0.0005605381165919282,272,6.5588235294117645,0
140,2,140,876.0555619273873,6.435463319218389,0.0,68,7.132352941176471,1
141,31,141,2827.1646913684463,7.457553446152028,0.0,215,7.348837209302325,1
142,31,142,2827.1646913684463,7.457553446152028,0.0,215,7.348837209302325,1
143,24,143,4541.63608045616,7.932066515017568,0.0004012841091492777,352,7.079545454545454,1
144,25,144,3008.0664948716167,7.5356464396845455,0.0005889281507656066,265,6.407547169811321,1
145,12,145,2349.0554606594606,7.221670869060388,0.0007541478129713424,182,7.285714285714286,1
146,53,146,8196.026898349919,8.443002309842718,0.00044277175116227583,651,6.938556067588325,1
147,21,147,2510.5791210084853,7.41564803466349,0.0,201,7.014925373134329,0
148,4,148,597.694674174583,5.937242992941343,0.0,49,6.959183673469388,1
149,45,149,5034.702578577818,8.016801829794618,0.0014074595355383533,389,7.305912596401028,0
150,8,150,797.1907671921246,6.242778975388888,0.0022222222222222222,68,6.617647058823529,1
151,14,151,2397.7897779203217,7.255006649858177,0.0,196,6.979591836734694,1
152,23,152,3511.0276839289563,7.652419993491946,0.0015503875968992248,269,7.193308550185874,0
153,57,153,8106.674973051782,8.437333324169229,0.0002228163992869875,680,6.6,0
154,67,154,9303.487315901417,8.641870502087135,0.0001967342120794806,734,6.925068119891008,0
155,60,155,7960.620545518662,8.38206051742474,0.00022893772893772894,642,6.803738317757009,0
156,73,156,9839.769390180212,8.669742589876522,0.0003720238095238095,710,7.571830985915493,1
157,62,157,9972.85920961774,8.624275301203166,0.00036859565057132326,816,6.6495098039215685,0
158,18,158,2356.567024387496,7.3421763963729685,0.0,189,6.968253968253968,0
159,248,159,32249.131531874835,9.797899090672619,0.0009688817964208366,2417,7.259412494828299,1
160,60,160,9327.281401108326,8.616253904925536,0.0009811616954474097,756,6.7407407407407405,0
161,51,161,5826.384757554042,8.061486866871327,0.0009463722397476341,462,6.861471861471862,1
162,2,162,212.86555919800026,4.969813299576001,0.0,16,7.875,1
163,3,163,345.40669469678807,5.493226038847463,0.0,30,6.533333333333333,1
164,21,164,1634.1531969563127,6.885433926804332,0.0,124,7.604838709677419,1
165,20,165,5366.481371281321,8.009415549409804,0.0006821282401091405,439,6.6788154897494305,0
166,37,166,7787.5054314689205,8.429572292096271,0.0,591,7.169204737732657,0
167,54,167,6361.235850439918,8.174630651619633,0.0005778676683039584,544,6.362132352941177,0
168,9,168,1333.049494231777,6.721726860256856,0.0,113,6.530973451327434,0
170,58,170,7265.065191677562,8.383524646529631,0.000487685930260912,555,7.389189189189189,1
171,3,171,1184.6135525510988,6.539585955617669,0.0,99,6.98989898989899,0
172,13,172,1805.4121682218663,7.047924747003091,0.0020100502512562816,148,6.722972972972973,1
173,0,173,18.68070947840307,2.5649493574615367,0.0,2,6.5,1
174,38,174,4217.23350328072,7.887811506013527,0.0,361,6.409972299168975,0
175,12,175,1324.1151086156015,6.731813329152222,0.002702702702702703,114,6.491228070175438,1
176,59,176,7896.636940805591,8.43396063969059,0.0006893382352941177,636,6.8427672955974845,0
177,65,177,8638.488441799369,8.506611082085701,0.004468085106382979,691,6.801736613603473,1
178,101,178,15905.846590496114,9.09109472876912,0.0005777675063554426,1180,7.3338983050847455,1
179,6,179,1195.282287236786,6.6984441879776035,0.0029940119760479044,101,6.6138613861386135,1
180,46,180,6067.159648165897,8.153274026240744,0.0,480,6.877083333333333,0
181,80,181,10311.627986846288,8.781904350121417,0.003888299752562743,815,6.942331288343558,0
182,36,182,6382.305778191667,8.236839754349187,0.00028677946659019213,514,6.784046692607004,0
183,59,183,8911.95844038147,8.521615829551079,0.00020449897750511248,725,6.744827586206896,0
184,39,184,6006.915136911518,8.182702989266334,0.0,431,7.647331786542924,1
185,34,185,6170.473712864394,8.23051061929754,0.0011655011655011655,478,7.179916317991632,0
186,22,186,1809.041137404222,6.960320621116649,0.0,145,6.875862068965517,1
187,56,187,5309.1412553513555,8.049889362702919,0.0013205678441729944,481,6.297297297297297,0
188,11,188,2216.1903327941063,7.196237031604483,0.0,191,6.549738219895288,0
189,90,189,7835.292814338449,8.383046224749501,0.0007037297677691766,612,6.965686274509804,1
190,4,190,729.8724357403452,6.190922386144924,0.0,63,6.5396825396825395,1
191,307,191,47324.21285094684,10.156112233172507,0.0009709491999378593,3739,6.886333244182937,0
192,41,192,2563.866727334168,7.3090402338393385,0.0007077140835102619,199,7.100502512562814,1
193,20,193,4711.2288709679815,7.879191874559333,0.0027195027195027195,353,7.291784702549575,1
194,114,194,15219.06296118833,9.105859099300565,0.0004810583283223091,1102,7.545372050816697,1
195,37,195,4721.668533769464,7.925795308024116,0.001530221882172915,380,6.878947368421053,1
196,0,196,32.06416597145871,3.4122472178487406,0.0,4,5.25,1
197,227,197,31194.133156216783,9.764638014306506,0.0008248880509073768,2662,6.375657400450788,1
198,102,198,11151.81306549872,8.779259644793028,0.0006354249404289118,874,7.202517162471396,1
199,75,199,14550.998261148194,9.0335709411338,0.0007547169811320754,1132,7.022968197879859,0
200,57,200,8456.336843224952,8.496536866490576,0.000646551724137931,697,6.6571018651362985,0
201,24,201,3202.935349074136,7.564515062089693,0.00165929203539823,253,7.146245059288537,1
202,66,202,9065.546463832326,8.533724218991498,0.0006056935190793458,736,6.729619565217392,0
203,12,203,2784.534040282137,7.37446401233102,0.0,188,8.058510638297872,1
204,37,204,6361.5829766692095,8.339161773640258,0.001426126640045636,489,7.169734151329243,1
205,60,205,5979.095523649996,8.14987249630424,0.0,492,6.82520325203252,0
206,15,206,2473.9428405889876,7.381086698320547,0.0007267441860465116,201,6.845771144278607,0
207,61,207,7184.502609733717,8.414409996772712,0.0,593,6.738617200674536,1
208,54,208,7352.37232893488,8.37833334203282,0.0009957679860592482,598,6.717391304347826,0
209,2,209,332.96333023304027,5.360320348334593,0.0,27,6.925925925925926,1
210,29,210,2999.885050317219,7.5688956634069955,0.0006101281269066504,220,7.45,1
211,95,211,11889.901199396463,8.865481061977876,0.0009196811771919068,928,7.030172413793103,0
212,22,212,3568.878298378736,7.682986351810978,0.0025188916876574307,284,6.98943661971831,1
213,8,213,894.6251942933843,6.432197794053605,0.0019801980198019802,72,7.013888888888889,0
214,9,214,895.2377597243282,6.368631786059299,0.0,76,6.684210526315789,1
215,61,215,5385.447278390029,8.102479564950423,0.00033840947546531303,428,6.904205607476635,1
216,1,216,306.42460391133915,5.267428513514291,0.0,24,7.458333333333333,1
217,47,217,8992.147841481015,8.586143395326275,0.0006080259424402108,717,6.881450488145049,0
218,35,218,4707.56824247461,7.989640206870995,0.0015552099533437014,394,6.527918781725888,0
219,48,219,7659.937147928017,8.39760696849443,0.0009298000929800093,583,7.379073756432247,0
220,54,220,9887.35756059403,8.702738118992794,0.0009255831173639393,776,6.961340206185567,0
221,30,221,2921.3201917961856,7.43955930913332,0.0006211180124223603,237,6.793248945147679,1
222,64,222,6771.81917869232,8.286402830575861,0.0010669511869831954,517,7.251450676982592,0
223,2,223,192.5926487981907,4.91852000518845,0.0,20,5.7,1
224,94,224,13224.020432301346,8.885302512980633,0.0004152249134948097,986,7.327586206896552,0
225,30,225,4945.5090945437005,8.06880160318331,0.0003700962250185048,394,6.8578680203045685,0
226,7,226,937.4697662686887,6.401435617136852,0.0,78,6.653846153846154,1
227,70,227,9679.225209993043,8.659773518659371,0.0,735,7.225850340136055,0
228,64,228,7806.829151856016,8.458484914056461,0.0006941230911614993,585,7.388034188034188,1
229,0,229,290.2300685988533,5.454763546344092,0.0,28,5.821428571428571,1
230,16,230,3869.28431749274,7.823391251093349,0.0,316,6.689873417721519,0
231,3,231,1057.6064178082186,6.561816150187999,0.005025125628140704,91,6.56043956043956,1
232,79,232,9724.732413949034,8.625055837291683,0.000756000756000756,763,6.934469200524246,0
233,11,233,1911.4220320708514,7.0798969914072245,0.0,198,5.570707070707071,1
234,61,234,8023.421820313995,8.468895406008485,0.0011150758251561106,642,6.984423676012461,0
235,8,235,1838.8887661237018,6.9167150203536085,0.0009910802775024777,143,7.055944055944056,1
236,29,236,2831.9824407027468,7.448815740236185,0.0006222775357809583,197,8.157360406091371,1
237,57,237,6417.784353665994,8.232706009860976,0.0,479,7.417536534446764,0
238,14,238,1997.4930929464863,7.071856289662564,0.0009000900090009,154,7.214285714285714,1
239,81,239,9750.083992092632,8.633187240402421,0.00037544584193730055,724,7.357734806629834,1
240,20,240,2589.9842258553026,7.319309338624304,0.005471956224350205,218,6.706422018348624,0
241,33,241,5571.340890029887,8.025189321890835,0.00032711808963035657,490,6.238775510204082,0
242,11,242,1224.671486570657,6.668679021911359,0.0029498525073746312,106,6.39622641509434,1
243,17,243,2290.3885619050043,7.232207511986801,0.0,185,6.854054054054054,0
244,22,244,2274.6509890548623,7.157735484249907,0.0,167,7.688622754491018,0
245,52,245,7485.307729128027,8.386575197779267,0.00048262548262548264,610,6.79344262295082,0
246,4,246,735.5430912228104,6.0800966338472815,0.0,63,6.698412698412699,0
247,50,247,4935.012796705174,8.047424201307253,0.00036258158085569254,411,6.7104622871046224,0
248,36,248,4780.381797366174,7.983299614977098,0.001143728555089592,376,6.976063829787234,1
249,61,249,6423.980937081725,8.210148394896661,0.000559753708368318,485,7.36701030927835,0
250,39,250,3703.2923416881686,7.6990139069353445,0.0,292,6.958904109589041,1
251,69,251,8847.045980794379,8.58053099197729,0.0,700,7.134285714285714,0
252,27,252,2225.255880512428,7.21865110922093,0.001638001638001638,178,6.859550561797753,0
253,21,253,3433.5643561715106,7.62339055337328,0.0,267,7.056179775280899,1
254,30,254,2756.2044413560025,7.421693295603928,0.0006393861892583121,239,6.543933054393306,1
255,4,255,499.08390320616974,5.737068452289668,0.0,48,6.0,0
256,62,256,4992.271828429092,7.963649837965092,0.0,389,7.172236503856041,0
257,9,257,1180.5063526444155,6.661078041477139,0.0,93,7.129032258064516,1
258,36,258,6796.051743186605,8.306133478415793,0.0005363368195226602,554,6.731046931407942,0
259,78,259,8733.114337338535,8.593486220480854,0.0008310824849366299,704,6.8366477272727275,0
260,114,260,11737.316423261866,8.813156667662279,0.0009395552771688068,793,8.05296343001261,1
261,7,261,2838.200793537252,7.574672554812311,0.0,271,5.881918819188192,1
262,47,262,7207.77750344674,8.30440374560233,0.0007618080243778568,558,7.057347670250896,0
263,86,263,10752.172550906958,8.761638246150362,0.000998502246630055,931,6.454350161117079,0
264,38,264,5952.924960167252,8.16384603757018,0.0015101177891875567,495,6.688888888888889,0
265,69,265,9145.769890722055,8.537699442403305,0.0008038585209003215,733,6.788540245566167,0
266,25,266,3163.1571507099393,7.50195409059909,0.002905287623474724,250,6.884,1
267,5,267,745.8162510841877,6.107171354819952,0.0,60,7.016666666666667,1
268,87,268,8073.523473072424,8.475120414994329,0.0013297872340425532,734,6.147138964577657,0
269,17,269,2834.322070333936,7.460081892505387,0.0006313131313131314,213,7.436619718309859,0
270,86,270,11320.493615748626,8.809924992500125,0.0008084074373484236,925,6.686486486486486,0
271,17,271,3069.4108617141446,7.473637108496206,0.0017035775127768314,240,7.3375,0
272,52,272,7622.6497675377495,8.343077871169383,0.00047607712449416806,605,6.943801652892562,0
273,3,273,1130.650880737864,6.582836730372698,0.0,90,7.055555555555555,1
274,85,274,11332.961645135087,8.778098902833646,0.0009730781706130393,860,7.169767441860465,0
275,3,275,568.4011119848044,5.867121580537866,0.0,47,6.9787234042553195,0
276,59,276,8553.05847476044,8.557770127340659,0.0008559811684142949,675,6.922962962962963,1
277,19,277,1499.4682623918718,6.755220939231999,0.002398081534772182,119,7.008403361344538,1
278,20,278,4584.937187946695,7.906086721192501,0.0003992015968063872,359,6.977715877437326,1
279,28,279,5350.260978203962,8.111403030484128,0.0013504388926401081,415,7.137349397590361,1
280,11,280,2445.7303728859433,7.360350187443184,0.0007385524372230429,204,6.637254901960785,0
281,1,281,450.2216247412413,5.694756354270097,0.0,40,6.575,1
282,20,282,1715.6009172712086,6.934072587299511,0.0,136,7.279411764705882,0
283,40,283,4516.121271015395,7.869274283459363,0.0004035512510088781,324,7.648148148148148,1
284,43,284,5808.165176359994,8.216400549814361,0.0009372071227741331,445,7.193258426966292,1
285,69,285,10537.117922731017,8.731955774378095,0.0005232862375719519,781,7.340588988476313,1
286,34,286,7086.97676316551,8.287501934799728,0.0005165289256198347,586,6.607508532423208,0
287,4,287,372.02235802299145,5.5939676086489944,0.0,31,6.774193548387097,0
288,3,288,187.52442119823834,4.796541578301964,0.0,19,5.842105263157895,1
289,56,289,5935.256507132364,8.199189359078067,0.0,469,7.072494669509595,0
290,2,290,275.6100207184469,5.27996822787984,0.00625,21,7.619047619047619,1
291,46,291,5561.598093143145,8.089518561764448,0.0,460,6.693478260869565,0
292,58,292,6608.33564515812,8.278123489551769,0.000827357970215113,515,7.040776699029126,1
293,11,293,866.4490026336174,6.258330498082586,0.003976143141153081,74,6.797297297297297,0
294,47,294,6103.926164721968,8.235296372270582,0.00029726516052318666,486,6.921810699588478,1
296,47,296,6376.814835451611,8.264149922612626,0.000574052812858783,495,7.038383838383838,0
297,47,297,5342.687286074412,8.004971857257376,0.00034258307639602604,464,6.290948275862069,0
298,114,298,15561.331725318483,9.048056708918736,0.0011761938367442955,1250,6.8016,0
299,17,299,1724.2655683685377,6.976850709312314,0.0,140,7.107142857142857,1
300,26,300,4597.903954044432,7.893124212035895,0.0,361,7.019390581717452,0
301,34,301,8234.13366367259,8.432696133393321,0.0004464285714285714,692,6.473988439306359,0
302,16,302,2324.358819042792,7.294513159624605,0.0,185,7.021621621621621,0
303,37,303,4949.683604753985,7.949434042015859,0.0018162005085361425,374,7.36096256684492,0
304,48,304,6720.913913828448,8.20849175174038,0.0,503,7.300198807157058,1
305,87,305,12200.48644184345,8.82588380026421,0.0009038867128653209,1043,6.364333652924257,0
306,23,306,2685.2441080218805,7.368230901976218,0.0006527415143603133,191,8.020942408376964,0
307,116,307,36112.55763924979,9.91104863893116,0.0,3072,6.395833333333333,1
308,73,308,10925.738990820084,8.842190316248828,0.0,840,7.269047619047619,0
309,80,309,10330.230430232428,8.708707657755264,0.0005245672320335723,838,6.824582338902148,1
310,16,310,3258.3999979195014,7.527793987721444,0.0,274,6.7846715328467155,0
311,26,311,4688.984686232616,8.020489602873802,0.0007668711656441718,374,6.973262032085562,0
312,29,312,5062.4120093859365,7.989366725970222,0.001075268817204301,392,7.11734693877551,1
313,87,313,9948.965518182975,8.647852041184528,0.0009237021984112322,795,6.808805031446541,0
314,26,314,2469.6264119423895,7.265670078981585,0.0014419610670511895,180,7.705555555555556,0
315,1,315,852.6016679772066,6.234846360663183,0.0,74,6.648648648648648,0
316,28,316,2799.765197912269,7.403168623753241,0.0006451612903225806,216,7.175925925925926,0
317,15,317,1956.1297505787486,7.044905117129371,0.0018018018018018018,183,6.065573770491803,1
318,16,318,2835.8912004659755,7.5411524551363085,0.0006369426751592356,225,6.977777777777778,1
319,60,319,8870.07345109016,8.507091054169267,0.0004144218814753419,707,6.826025459688826,1
320,112,320,16078.616359332102,9.101898189780949,0.001828989483310471,1353,6.465631929046563,0
321,111,321,11322.323929995311,8.838257537885248,0.001454898157129001,842,7.346793349168646,0
322,15,322,1112.7754586507292,6.508539831765449,0.0,105,6.152380952380953,1
323,21,323,3638.041605311399,7.687956727768733,0.0004987531172069825,288,6.961805555555555,0
324,102,324,13795.078477267161,8.92757950384347,0.000796072707973995,973,7.746145940390544,1
325,75,325,6802.52628086297,8.290927123057047,0.0,495,7.608080808080808,0
326,3,326,739.0290774371365,6.084824775043228,0.0023584905660377358,64,6.625,0
327,78,327,12042.420483121163,8.838818919920456,0.0004578754578754579,934,7.014989293361884,0
328,61,328,10814.510309696774,8.760852128431713,0.00016625103906899418,845,7.118343195266272,0
329,105,329,11239.224855660243,8.743817856105563,0.0008176614881439084,817,7.484700122399021,0
330,55,330,8582.512116270782,8.51725033264079,0.0019027484143763213,711,6.652601969057665,0
331,62,331,7778.835548412556,8.462887846558695,0.0,615,6.9105691056910565,0
